0.0201,0.0,0.15528
0.020248,0.0,0.1616
0.020397,0.0,0.16615
0.020547,0.0,0.17253
0.020699,0.0,0.16169
0.020851,0.0,0.15526
0.021005,0.0,0.18004
0.02116,0.0,0.17129
0.021316,0.0,0.15483
0.021473,0.0,0.14144
0.021631,0.0,0.14872
0.02179,0.0,0.15311
0.021951,0.0,0.15606
0.022113,0.0,0.15053
0.022276,0.0,0.16557
0.02244,0.0,0.15579
0.022605,0.0,0.19063
0.022772,0.0,0.14958
0.02294,0.0,0.14474
0.023109,0.0,0.16043
0.023279,0.0,0.15948
0.02345,0.0,0.14238
0.023623,0.0,0.15
0.023797,0.0,0.18213
0.023973,0.0,0.14233
0.024149,0.0,0.14146
0.024327,0.0,0.1565
0.024507,0.0,0.14633
0.024687,0.0,0.13998
0.024869,0.0,0.15666
0.025052,0.0,0.14206
0.025237,0.0,0.1611
0.025423,0.0,0.14588
0.02561,0.0,0.14561
0.025799,0.0,0.14557
0.025989,0.0,0.15774
0.026181,0.0,0.13945
0.026373,0.0,0.15037
0.026568,0.0,0.13075
0.026764,0.0,0.15088
0.026961,0.0,0.14713
0.027159,0.0,0.1554
0.02736,0.0,0.13763
0.027561,0.0,0.15497
0.027764,0.0,0.133
0.027969,0.0,0.14778
0.028175,0.0,0.13895
0.028383,0.0,0.1487
0.028592,0.0,0.14041
0.028802,0.0,0.13714
0.029015,0.0,0.14379
0.029228,0.0,0.14501
0.029444,0.0,0.13489
0.029661,0.0,0.14122
0.029879,0.0,0.14628
0.0301,0.0,0.1406
0.030321,0.0,0.15811
0.030545,0.0,0.13442
0.03077,0.0,0.14488
0.030997,0.0,0.13928
0.031225,0.0,0.1417
0.031455,0.0,0.14869
0.031687,0.0,0.14122
0.03192,0.0,0.15082
0.032156,0.0,0.1425
0.032393,0.0,0.14236
0.032631,0.0,0.13605
0.032872,0.0,0.1485
0.033114,0.0,0.12907
0.033358,0.01940098226621387,0.14884
0.033604,0.045613572439782264,0.13644
0.033851,0.06747838127673236,0.14161
0.034101,0.08110342554826916,0.15424
0.034352,0.08764844399049018,0.13167
0.034605,0.09121626044900161,0.14617
0.03486,0.09597490019350517,0.13566
0.035117,0.10317929849565782,0.14143
0.035376,0.11108898104036839,0.13973
0.035637,0.11736173735784883,0.15146
0.035899,0.12126490418445762,0.13002
0.036164,0.12241033075922275,0.14445
0.03643,0.1210087846144034,0.14461
0.036699,0.11523025669843258,0.13981
0.036969,0.1042012808485716,0.13608
0.037241,0.08768327637617661,0.151
0.037516,0.06748320706853116,0.13553
0.037792,0.04750775703023241,0.14138
0.038071,0.03064690042816923,0.1347
0.038351,0.01946213488340885,0.14783
0.038634,0.013846250399107762,0.1297
0.038919,0.01273803191450336,0.1448
0.039205,0.013675585628171404,0.13444
0.039494,0.01275611663632661,0.14478
0.039785,0.0070616443551048055,0.13413
0.040079,0.0,0.13988
0.040374,0.0,0.13614
0.040671,0.0,0.13819
0.040971,0.0,0.13815
0.041273,0.0,0.13288
0.041577,0.0,0.13751
0.041883,0.0,0.13457
0.042192,0.0,0.14455
0.042503,0.0,0.1312
0.042816,0.0,0.1335
0.043132,0.0,0.13474
0.04345,0.0,0.13363
0.04377,0.0,0.14268
0.044092,0.0,0.13526
0.044417,0.0,0.13978
0.044744,0.0,0.13492
0.045074,0.0,0.13579
0.045406,0.0,0.14309
0.045741,0.0,0.14128
0.046078,0.0,0.1483
0.046417,0.0,0.14581
0.04676,0.0,0.14594
0.047104,0.0,0.14919
0.047451,0.0,0.14566
0.047801,0.0,0.14977
0.048153,0.0,0.15554
0.048508,0.0,0.15228
0.048865,0.0,0.16213
0.049225,0.0,0.16387
0.049588,0.0,0.16591
0.049954,0.0,0.17271
0.050322,0.0,0.18798
0.050693,0.0,0.18246
0.051066,0.0,0.1932
0.051442,0.0,0.20113
0.051821,0.0,0.20495
0.052203,0.0,0.20893
0.052588,0.0,0.21349
0.052975,0.0,0.21136
0.053366,0.0,0.20974
0.053759,0.0,0.19928
