0.0050184,16.627,4.2208
0.0050554,49.888,8.1307
0.0050926,737.06,31.185
0.0051301,23.006,4.9493
0.0051679,47.24,6.4617
0.005206,878.24,48.138
0.0052444,184.4,31.213
0.005283,NaN,NaN
0.005322,26.203,6.8112
0.0053612,37.963,7.103
0.0054007,132.57,10.805
0.0054405,22.997,3.4997
0.0054806,40.205,5.9639
0.005521,922.16,28.479
0.0055616,25.047,5.1694
0.0056026,583.3,24.813
0.0056439,62.231,7.4093
0.0056855,12.073,4.653
0.0057274,920.35,49.281
0.0057696,18.265,4.9352
0.0058121,31.395,6.4617
0.0058549,25.584,3.8885
0.0058981,293.45,22.727
0.0059416,40.66,7.3438
0.0059853,23.114,4.1965
0.0060294,7.6676,4.5693
0.0060739,297.25,10.988
0.0061186,90.786,10.956
0.0061637,307.12,14.236
0.0062091,24.958,3.8441
0.0062549,304.68,17.938
0.006301,15.572,6.4618
0.0063474,16.916,3.3628
0.0063942,36.758,6.9794
0.0064413,332.12,29.611
0.0064888,20.876,7.4614
0.0065366,17.631,2.6921
0.0065847,96.034,6.5064
0.0066333,203.1,9.8761
0.0066821,221.37,12.923
0.0067314,21.929,4.8355
0.006781,251.99,16.313
0.006831,12.943,4.1711
0.0068813,28.087,4.3246
0.006932,99.997,8.6921
0.0069831,19.175,5.8328
0.0070345,19.375,3.8432
0.0070864,17.238,2.4006
0.0071386,94.767,6.749
0.0071912,427.17,27.414
0.0072442,191.03,11.231
0.0072976,17.361,3.2109
0.0073513,99.132,6.6095
0.0074055,10.271,2.6381
0.0074601,129.54,11.703
0.0075151,5.0205,3.7309
0.0075704,12.706,2.7496
0.0076262,30.276,3.3917
0.0076824,53,5.0532
0.007739,118.2,8.3316
0.0077961,68.056,4.6032
0.0078535,151.96,10.712
0.0079114,13.66,3.0222
0.0079697,198.51,18.695
0.0080284,11.374,3.4998
0.0080876,11.161,2.1476
0.0081471,21.186,2.578
0.0082072,9.8317,2.198
0.0082677,63.466,4.8991
0.0083286,66.438,5.6548
0.00839,130.77,10.733
0.0084518,13.26,2.8114
0.0085141,36.294,3.8502
0.0085768,10.689,2.0295
0.00864,9.3069,3.1656
0.0087037,22.77,3.323
0.0087678,18.701,2.4239
0.0088324,63.412,4.3177
0.0088975,6.1414,1.8277
0.0089631,59.707,4.7519
0.0090291,49.364,5.1152
0.0090956,7.9398,1.9776
0.0091627,89.481,15.382
0.0092302,10.853,1.7563
0.0092982,12.97,1.7028
0.0093667,58.474,4.3994
0.0094357,10.296,3.7308
0.0095053,40.275,3.3553
0.0095753,61.321,6.0069
0.0096459,6.8169,1.5731
0.0097169,28.347,3.5447
0.0097885,6.541,1.3055
0.0098607,27.461,3.0222
0.0099333,50.784,5.4679
0.010007,24.681,2.2925
0.01008,30.086,3.1628
0.010155,8.2025,2.1105
0.010229,19.987,2.982
0.010305,6.6716,1.5112
0.010381,11.872,1.9382
0.010457,20.82,2.0694
