Q,I,Di
0.010229,1.6706,0.3106
0.010305,2.6042,0.33488
0.010381,2.2117,0.29955
0.010457,2.2665,0.24552
0.010534,1.6691,0.22939
0.010612,2.349,0.4501
0.01069,1.3714,0.24432
0.010769,1.6463,0.27595
0.010848,2.012,0.2572
0.010928,1.3954,0.21495
0.011009,2.0677,0.23885
0.01109,2.272,0.34722
0.011171,1.6877,0.23591
0.011254,1.4053,0.23305
0.011337,1.7227,0.29164
0.01142,1.5508,0.22089
0.011504,1.8458,0.20988
0.011589,1.9517,0.24218
0.011675,1.6883,0.24814
0.011761,1.5539,0.24501
0.011847,1.8242,0.33884
0.011935,1.7661,0.20907
0.012023,1.7954,0.19721
0.012111,1.4331,0.22312
0.0122,1.2647,0.20495
0.01229,1.24,0.19806
0.012381,1.2183,0.18808
0.012472,1.36,0.2075
0.012564,1.5905,0.20609
0.012657,1.3298,0.18521
0.01275,1.3787,0.18176
0.012844,1.4073,0.23305
0.012938,1.5642,0.20442
0.013034,1.3901,0.20498
0.01313,1.3782,0.14754
0.013227,1.4825,0.19523
0.013324,1.4498,0.24349
0.013422,0.93993,0.15371
0.013521,1.4661,0.2257
0.013621,1.602,0.16669
0.013721,1.2445,0.16718
0.013822,1.6017,0.21084
0.013924,0.91609,0.13367
0.014027,1.3298,0.24059
0.01413,1.4449,0.16694
0.014234,1.1532,0.14549
0.014339,0.97986,0.1364
0.014445,1.4314,0.19195
0.014551,1.2505,0.22644
0.014658,1.1925,0.13028
0.014766,1.3704,0.16261
0.014875,1.0879,0.15677
0.014985,1.1539,0.16131
0.015095,1.3303,0.1604
0.015206,1.232,0.15886
0.015319,1.3492,0.15121
0.015431,1.1617,0.13441
0.015545,1.1313,0.15243
0.01566,1.1509,0.17279
0.015775,1.4808,0.15833
0.015891,1.3302,0.13476
0.016008,1.2044,0.16196
0.016126,1.2941,0.15405
0.016245,1.2307,0.15886
0.016365,1.0599,0.11838
0.016486,1.2962,0.14846
0.016607,1.1291,0.12446
0.016729,1.1042,0.1604
0.016853,1.2839,0.13956
0.016977,1.1316,0.12446
0.017102,1.2434,0.13719
0.017228,1.0009,0.14582
0.017355,1.1891,0.11965
0.017483,1.1177,0.1276
0.017612,1.1967,0.1361
0.017741,1.1926,0.13028
0.017872,1.2735,0.13736
0.018004,1.3406,0.13818
0.018136,1.2025,0.11452
0.01827,1.1283,0.13394
0.018405,1.1682,0.14659
0.01854,1.0261,0.098618
0.018677,1.3046,0.13745
0.018815,1.4344,0.1385
0.018953,0.97628,0.11272
0.019093,1.1722,0.11677
0.019234,1.107,0.10999
0.019375,1.2537,0.12955
0.019518,1.2778,0.13209
0.019662,1.0584,0.099396
0.019807,1.2487,0.12152
0.019953,1.1561,0.12588
0.0201,1.1803,0.11008
0.020248,1.3109,0.11341
0.020397,1.2845,0.12024
0.020547,1.1759,0.11998
0.020699,1.1602,0.10917
0.020851,1.1073,0.09897
0.021005,1.1236,0.11534
0.02116,1.2,0.11099
0.021316,1.2904,0.10465
0.021473,1.1824,0.11353
0.021631,1.1402,0.10587
0.02179,1.0979,0.10254
0.021951,1.2923,0.10284
0.022113,1.1594,0.10917
0.022276,1.2248,0.11042
0.02244,1.1815,0.092278
0.022605,1.2211,0.11719
0.022772,1.273,0.10399
0.02294,1.3835,0.10223
0.023109,1.33,0.10564
0.023279,1.133,0.1103
0.02345,1.3246,0.097465
0.023623,1.3657,0.10058
0.023797,1.2048,0.10956
0.023973,1.2176,0.090832
0.024149,1.5064,0.10841
0.024327,1.3377,0.10116
0.024507,1.3295,0.10089
0.024687,1.4966,0.098529
0.024869,1.3226,0.10408
0.025052,1.2992,0.091947
0.025237,1.5554,0.10889
0.025423,1.3876,0.10025
0.02561,1.4642,0.096242
0.025799,1.4435,0.09639
0.025989,1.3695,0.10528
0.026181,1.4622,0.092389
0.026373,1.6049,0.10106
0.026568,1.2463,0.090567
0.026764,1.7332,0.10125
0.026961,1.6649,0.10241
0.027159,1.7088,0.10569
0.02736,1.8858,0.09979
0.027561,1.5298,0.10206
0.027764,1.5119,0.088181
0.027969,1.6381,0.099375
0.028175,1.5771,0.093943
0.028383,1.8078,0.1017
0.028592,1.6643,0.095707
0.028802,1.5087,0.090148
0.029015,2.0342,0.099851
0.029228,1.8379,0.1021
0.029444,1.7112,0.091045
0.029661,1.7196,0.092231
0.029879,1.6125,0.093459
0.0301,1.9887,0.095082
0.030321,2.0779,0.10845
0.030545,1.8513,0.088916
0.03077,2.114,0.1007
0.030997,1.907,0.097762
0.031225,2.0118,0.090405
0.031455,2.0351,0.10058
0.031687,2.2367,0.095548
0.03192,2.1565,0.099607
0.032156,1.9272,0.091225
0.032393,2.1964,0.094394
0.032631,1.8918,0.090964
0.032872,2.3943,0.097388
0.033114,2.0064,0.090852
0.033358,2.5468,0.10187
0.033604,2.2427,0.092973
0.033851,2.2147,0.090399
0.034101,2.2033,0.098712
0.034352,2.2475,0.086548
0.034605,2.6411,0.10251
0.03486,2.3733,0.092295
0.035117,2.7098,0.097531
0.035376,2.2143,0.088747
0.035637,2.7104,0.099333
0.035899,2.3415,0.088524
0.036164,2.8747,0.097501
0.03643,2.3578,0.092507
0.036699,2.9389,0.093932
0.036969,2.2722,0.08722
0.037241,2.9381,0.097386
0.037516,2.4812,0.09022
0.037792,2.8173,0.091616
0.038071,2.275,0.08314
0.038351,3.1184,0.099849
0.038634,2.568,0.084612
0.038919,2.9769,0.093917
0.039205,2.4894,0.08455
0.039494,3.0101,0.09547
0.039785,2.732,0.083605
0.040079,2.9189,0.091085
0.040374,2.9257,0.087629
0.040671,2.638,0.087167
0.040971,3.0317,0.088007
0.041273,2.5352,0.081174
0.041577,3.0537,0.08768
0.041883,2.6127,0.082084
0.042192,2.952,0.087689
0.042503,2.5696,0.077451
0.042816,2.852,0.083119
0.043132,2.9449,0.082441
0.04345,2.4039,0.076387
0.04377,3.3597,0.088876
0.044092,2.6502,0.077742
0.044417,2.873,0.080628
0.044744,2.7819,0.076623
0.045074,2.6986,0.077156
0.045406,2.9805,0.080281
0.045741,2.4767,0.072689
0.046078,2.5596,0.073654
0.046417,2.661,0.073954
0.04676,2.4348,0.071619
0.047104,2.558,0.070849
0.047451,2.3683,0.067242
0.047801,2.2277,0.065804
0.048153,2.5317,0.069893
0.048508,2.3946,0.066161
0.048865,2.1997,0.064135
0.049225,2.3818,0.066527
0.049588,2.1167,0.061372
0.049954,2.1342,0.061707
0.050322,2.0356,0.061146
0.050693,2.0776,0.059013
0.051066,1.9167,0.057485
0.051442,2.2138,0.06096
0.051821,1.9372,0.056595
0.052203,1.9648,0.05686
0.052588,2.0024,0.056524
0.052975,1.8187,0.054042
0.053366,1.7575,0.052421
0.053759,1.8305,0.053177
0.054155,1.8,0.052439
0.054554,2.0256,0.053941
0.054956,2.0971,0.05563
0.055361,2.375,0.058346
0.055769,2.9771,0.065925
0.05618,3.6509,0.071224
0.056594,4.6266,0.079624
0.057011,5.464,0.085721
0.057431,6.3263,0.092934
0.057854,6.4757,0.091936
0.058281,6.5289,0.092843
0.05871,6.3913,0.08981
0.059143,6.0078,0.087003
0.059579,5.8997,0.085748
0.060018,5.774,0.083546
0.06046,5.8264,0.083707
0.060905,5.9225,0.083653
0.061354,6.0165,0.084464
0.061806,6.2177,0.084623
0.062262,6.3989,0.085339
0.062721,6.6398,0.085582
0.063183,6.7536,0.087156
0.063648,7.0171,0.087332
0.064117,7.4014,0.087884
0.06459,7.6714,0.089738
0.065066,7.4834,0.088033
0.065545,7.5541,0.088517
0.066028,7.0739,0.085278
0.066515,6.1556,0.077234
0.067005,4.8388,0.069161
0.067499,3.4989,0.05914
0.067996,2.4409,0.048203
0.068497,1.8703,0.041649
0.069002,1.5663,0.038797
0.06951,1.4362,0.036268
0.070023,1.4572,0.036246
0.070539,1.42,0.036069
0.071058,1.3899,0.034824
0.071582,1.4026,0.03474
0.072109,1.3966,0.034931
0.072641,1.4142,0.034566
0.073176,1.3815,0.034029
0.073715,1.3864,0.033824
0.074258,1.3793,0.033171
0.074806,1.4366,0.0341
0.075357,1.4042,0.033313
0.075912,1.4625,0.033757
0.076472,1.4969,0.033449
0.077035,1.4221,0.032982
0.077603,1.5409,0.033861
0.078175,1.5644,0.03372
0.078751,1.734,0.035338
0.079331,1.899,0.036707
0.079916,2.2451,0.039638
0.080504,2.5087,0.041803
0.081098,2.7861,0.042692
0.081695,2.8223,0.044051
0.082297,2.8793,0.042712
0.082904,2.9865,0.044142
0.083515,3.3289,0.045353
0.08413,3.6436,0.047882
0.08475,3.8476,0.049017
0.085374,3.7515,0.047591
0.086004,3.4529,0.045972
0.086637,3.2694,0.043398
0.087276,3.1509,0.042325
0.087919,3.2007,0.043125
0.088567,3.2137,0.042656
0.089219,3.401,0.043636
0.089877,3.6069,0.044281
0.090539,3.8822,0.045569
0.091206,4.2725,0.047415
0.091878,4.458,0.048558
0.092555,4.4113,0.047905
0.093237,4.1965,0.0458
0.093924,3.6847,0.042692
0.094616,2.9406,0.03844
0.095314,2.3326,0.033624
0.096016,2.0729,0.031528
0.096724,2.1753,0.032443
0.097436,2.3849,0.033621
0.098154,2.8254,0.035559
0.098878,3.2909,0.038688
0.099606,3.5748,0.040179
0.10034,3.5383,0.038996
0.10108,3.4107,0.038573
0.10182,3.2927,0.037481
0.10257,3.319,0.037113
0.10333,3.4206,0.037926
0.10409,3.458,0.037177
0.10486,3.2989,0.036597
0.10563,3.2146,0.035617
0.10641,3.1356,0.03502
0.10719,3.1293,0.034975
0.10798,3.2083,0.034521
0.10878,3.2171,0.035073
0.10958,3.4221,0.035161
0.11039,3.5515,0.036206
0.1112,3.7825,0.036429
0.11202,3.9468,0.037758
0.11285,4.1642,0.037608
0.11368,4.325,0.038687
0.11452,4.1646,0.036974
0.11536,3.4842,0.034273
0.11621,2.6031,0.029177
0.11707,1.9061,0.024877
0.11793,1.5708,0.022489
0.1188,1.4449,0.02128
0.11967,1.3593,0.020797
0.12056,1.3143,0.019998
0.12144,1.2657,0.019543
0.12234,1.2225,0.019349
0.12324,1.1755,0.018487
0.12415,1.1529,0.018309
0.12506,1.1406,0.01832
0.12598,1.1242,0.017678
0.12691,1.1132,0.017639
0.12785,1.0977,0.017394
0.12879,1.1072,0.0174
0.12974,1.0918,0.01702
0.1307,1.0423,0.016547
0.13166,1.0309,0.016418
0.13263,1.0629,0.016533
0.13361,1.0611,0.016316
0.13459,1.0468,0.016131
0.13558,1.0211,0.015754
0.13658,1.0303,0.015909
0.13759,1.0461,0.01573
0.1386,1.0884,0.015962
0.13962,1.1084,0.016021
0.14065,1.1276,0.015955
0.14169,1.1205,0.015822
0.14273,1.1173,0.01574
0.14378,1.1466,0.015743
0.14484,1.14,0.015628
0.14591,1.1844,0.015787
0.14699,1.2128,0.015932
0.14807,1.2071,0.015724
0.14916,1.1916,0.015497
0.15026,1.1901,0.015349
0.15137,1.2,0.015362
0.15248,1.19,0.015122
0.15361,1.2014,0.015139
0.15474,1.2016,0.014989
0.15588,1.2245,0.015063
0.15703,1.2556,0.015097
0.15818,1.2409,0.014913
0.15935,1.24,0.014811
0.16052,1.2791,0.014871
0.16171,1.3026,0.014932
0.1629,1.2979,0.014822
0.1641,1.2396,0.014367
0.16531,1.1857,0.013989
0.16653,1.1881,0.01385
0.16775,1.1881,0.013758
0.16899,1.2307,0.013894
0.17023,1.2637,0.014009
0.17149,1.2762,0.013951
0.17275,1.2668,0.013766
0.17403,1.2579,0.01366
0.17531,1.2704,0.013647
0.1766,1.212,0.013158
0.1779,1.1436,0.012762
0.17921,1.1226,0.012506
0.18053,1.0808,0.012242
0.18186,1.0664,0.012032
0.1832,1.024,0.011731
0.18455,0.99977,0.011515
0.18591,0.99595,0.011398
0.18728,0.9444,0.011007
0.18866,0.93828,0.010958
0.19005,0.91839,0.010664
0.19145,0.88553,0.010502
0.19286,0.85329,0.010177
0.19429,0.83311,0.010002
0.19572,0.82157,0.0098853
